proprietaryname,proprietarynamesuffix,nonproprietaryname,dosageformname,routename,startmarketingdate,endmarketingdate,substancename,active_numerator_strength,active_ingred_unit,pharm_classes
TAXOTERE,,Docetaxel,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,20100802,,DOCETAXEL,20,mg/mL,"Microtubule Inhibition [PE],Microtubule Inhibitor [EPC]"
TAXOTERE,,Docetaxel,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,20100802,,DOCETAXEL,80,mg/4mL,"Microtubule Inhibition [PE],Microtubule Inhibitor [EPC]"
Lovenox,,enoxaparin sodium,INJECTION,INTRAVENOUS; SUBCUTANEOUS,19930329,,ENOXAPARIN SODIUM,30,mg/.3mL,"Heparin, Low-Molecular-Weight [Chemical/Ingredient],Low Molecular Weight Heparin [EPC]"
Lovenox,,enoxaparin sodium,INJECTION,INTRAVENOUS; SUBCUTANEOUS,19930329,,ENOXAPARIN SODIUM,40,mg/.4mL,"Heparin, Low-Molecular-Weight [Chemical/Ingredient],Low Molecular Weight Heparin [EPC]"
Lovenox,,enoxaparin sodium,INJECTION,INTRAVENOUS; SUBCUTANEOUS,19930329,,ENOXAPARIN SODIUM,60,mg/.6mL,"Heparin, Low-Molecular-Weight [Chemical/Ingredient],Low Molecular Weight Heparin [EPC]"
Lovenox,,enoxaparin sodium,INJECTION,INTRAVENOUS; SUBCUTANEOUS,19930329,,ENOXAPARIN SODIUM,80,mg/.8mL,"Heparin, Low-Molecular-Weight [Chemical/Ingredient],Low Molecular Weight Heparin [EPC]"
Lovenox,,enoxaparin sodium,INJECTION,INTRAVENOUS; SUBCUTANEOUS,19930329,,ENOXAPARIN SODIUM,100,mg/mL,"Heparin, Low-Molecular-Weight [Chemical/Ingredient],Low Molecular Weight Heparin [EPC]"
Lovenox,,enoxaparin sodium,INJECTION,INTRAVENOUS; SUBCUTANEOUS,19930329,,ENOXAPARIN SODIUM,120,mg/.8mL,"Heparin, Low-Molecular-Weight [Chemical/Ingredient],Low Molecular Weight Heparin [EPC]"
Lovenox,,enoxaparin sodium,INJECTION,INTRAVENOUS; SUBCUTANEOUS,19930329,,ENOXAPARIN SODIUM,150,mg/mL,"Heparin, Low-Molecular-Weight [Chemical/Ingredient],Low Molecular Weight Heparin [EPC]"
Lovenox,,enoxaparin sodium,INJECTION,INTRAVENOUS; SUBCUTANEOUS,19930329,,ENOXAPARIN SODIUM,300,mg/3mL,"Heparin, Low-Molecular-Weight [Chemical/Ingredient],Low Molecular Weight Heparin [EPC]"
URIBEL,,"Methenamine, Sodium Phosphate, Monobasic, Monohydrate, Phenyl Salicylate, Methylene Blue, and Hyoscyamine Sulfate",CAPSULE,ORAL,20100801,,"HYOSCYAMINE SULFATE; METHENAMINE; METHYLENE BLUE; PHENYL SALICYLATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",.12; 120; 10; 36; 40.8,mg/1; mg/1; mg/1; mg/1; mg/1,
Hyophen,,"Methenamine, Benzoic Acid, Phenyl Salicylate, Methylene Blue, and Hyoscyamine Sulfate",TABLET,ORAL,20100921,,BENZOIC ACID; HYOSCYAMINE SULFATE; METHENAMINE; METHYLENE BLUE; PHENYL SALICYLATE,9; .12; 81.6; 10.8; 36.2,mg/1; mg/1; mg/1; mg/1; mg/1,"Ammonium Ion Binding Activity [MoA],Nitrogen Binding Agent [EPC]"
Phosphasal,,"Methenamine, Sodium Phosphate, Monobasic, Monohydrate, Phenyl Salicylate, Methylene Blue, and Hyoscyamine Sulfate",TABLET,ORAL,20100921,,"HYOSCYAMINE SULFATE; METHENAMINE; METHYLENE BLUE; PHENYL SALICYLATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",.12; 81.6; 10.8; 36.2; 40.8,mg/1; mg/1; mg/1; mg/1; mg/1,
Ustell,,"Methenamine, Sodium Phosphate, Monobasic, Monohydrate, Phenyl Salicylate, Methylene Blue, and Hyoscyamine Sulfate",CAPSULE,ORAL,20100927,,"HYOSCYAMINE SULFATE; METHENAMINE; METHYLENE BLUE; PHENYL SALICYLATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",.12; 120; 10; 36; 40.8,mg/1; mg/1; mg/1; mg/1; mg/1,
Sandimmune,,cyclosporine,INJECTION,INTRAVENOUS,19831114,,CYCLOSPORINE,50,mg/mL,"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"
Sandimmune,,cyclosporine,SOLUTION,ORAL,19831114,,CYCLOSPORINE,100,mg/mL,"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"
Clozaril,,clozapine,TABLET,ORAL,19890930,,CLOZAPINE,25,mg/1,Atypical Antipsychotic [EPC]
Clozaril,,clozapine,TABLET,ORAL,19890930,,CLOZAPINE,100,mg/1,Atypical Antipsychotic [EPC]
Miacalcin,,calcitonin salmon,"INJECTION, SOLUTION",INTRAMUSCULAR; SUBCUTANEOUS,19860703,,CALCITONIN SALMON,200,[iU]/mL,"Calcitonin [Chemical/Ingredient],Calcitonin [EPC]"
Lescol,,fluvastatin sodium,CAPSULE,ORAL,19931230,,FLUVASTATIN SODIUM,20,mg/1,"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"
Lamisil,,terbinafine hydrochloride,TABLET,ORAL,19960510,,TERBINAFINE HYDROCHLORIDE,250,mg/1,"Allylamine [Chemical/Ingredient],Allylamine Antifungal [EPC]"
Sandostatin,,octreotide acetate,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,19881021,,OCTREOTIDE ACETATE,50,ug/mL,"Somatostatin Analog [EPC],Somatostatin Receptor Agonists [MoA]"
Sandostatin,,octreotide acetate,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,19881021,,OCTREOTIDE ACETATE,100,ug/mL,"Somatostatin Analog [EPC],Somatostatin Receptor Agonists [MoA]"
Sandostatin,,octreotide acetate,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,19881021,,OCTREOTIDE ACETATE,500,ug/mL,"Somatostatin Analog [EPC],Somatostatin Receptor Agonists [MoA]"
Sandostatin,,octreotide acetate,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,19981021,,OCTREOTIDE ACETATE,200,ug/mL,"Somatostatin Analog [EPC],Somatostatin Receptor Agonists [MoA]"
Sandostatin,,octreotide acetate,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,19881021,,OCTREOTIDE ACETATE,1000,ug/mL,"Somatostatin Analog [EPC],Somatostatin Receptor Agonists [MoA]"
Lescol,,fluvastatin sodium,CAPSULE,ORAL,19931230,,FLUVASTATIN SODIUM,40,mg/1,"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"
Sandimmune,,cyclosporine,"CAPSULE, LIQUID FILLED",ORAL,19900302,,CYCLOSPORINE,25,mg/1,"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"
Sandimmune,,cyclosporine,"CAPSULE, LIQUID FILLED",ORAL,19900302,,CYCLOSPORINE,100,mg/1,"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"
Neoral,,cyclosporine,"CAPSULE, LIQUID FILLED",ORAL,19950714,,CYCLOSPORINE,25,mg/1,"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"
Neoral,,cyclosporine,"CAPSULE, LIQUID FILLED",ORAL,19950714,,CYCLOSPORINE,100,mg/1,"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"
Femara,,letrozole,"TABLET, FILM COATED",ORAL,19970731,,LETROZOLE,2.5,mg/1,"Aromatase Inhibitor [EPC],Aromatase Inhibitors [MoA]"
Neoral,,cyclosporine,SOLUTION,ORAL,19950714,,CYCLOSPORINE,100,mg/mL,"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"
Miacalcin,,calcitonin salmon,"SPRAY, METERED",NASAL,19950801,,CALCITONIN SALMON,200,[iU]/1,"Calcitonin [Chemical/Ingredient],Calcitonin [EPC]"
Diovan HCT,,valsartan and hydrochlorothiazide,"TABLET, FILM COATED",ORAL,19980306,,HYDROCHLOROTHIAZIDE; VALSARTAN,12.5; 80,mg/1; mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"
Diovan HCT,,valsartan and hydrochlorothiazide,"TABLET, FILM COATED",ORAL,19980306,,HYDROCHLOROTHIAZIDE; VALSARTAN,12.5; 160,mg/1; mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"
Exelon,,rivastigmine tartrate,CAPSULE,ORAL,20000430,,RIVASTIGMINE TARTRATE,1.5,mg/1,"Cholinesterase Inhibitor [EPC],Cholinesterase Inhibitors [MoA]"
Exelon,,rivastigmine tartrate,CAPSULE,ORAL,20000430,,RIVASTIGMINE TARTRATE,3,mg/1,"Cholinesterase Inhibitor [EPC],Cholinesterase Inhibitors [MoA]"
Exelon,,rivastigmine tartrate,CAPSULE,ORAL,20000430,,RIVASTIGMINE TARTRATE,4.5,mg/1,"Cholinesterase Inhibitor [EPC],Cholinesterase Inhibitors [MoA]"
Exelon,,rivastigmine tartrate,CAPSULE,ORAL,20000430,,RIVASTIGMINE TARTRATE,6,mg/1,"Cholinesterase Inhibitor [EPC],Cholinesterase Inhibitors [MoA]"
Comtan,,entacapone,"TABLET, FILM COATED",ORAL,19991019,,ENTACAPONE,200,mg/1,"Catechol O-Methyltransferase Inhibitors [MoA],Catechol-O-Methyltransferase Inhibitor [EPC]"
Simulect,,basiliximab,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,19980512,,BASILIXIMAB,20,mg/5mL,"Interleukin 2 Receptor Antagonists [MoA],Interleukin 2 Receptor-directed Antibody Interactions [MoA],Interleukin-2 Receptor Blocking Antibody [EPC]"
Trileptal,,oxcarbazepine,"TABLET, FILM COATED",ORAL,20000130,,OXCARBAZEPINE,300,mg/1,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"
Sandostatin LAR Depot,,octreotide acetate,KIT,,19881101,,,,,
Sandostatin LAR Depot,,octreotide acetate,KIT,,19881101,,,,,
Sandostatin LAR Depot,,octreotide acetate,KIT,,19881101,,,,,
Vivelle-Dot,,estradiol,"PATCH, EXTENDED RELEASE",TRANSDERMAL,19990108,,ESTRADIOL,0.0375,mg/d,"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA]"
Vivelle-Dot,,estradiol,"PATCH, EXTENDED RELEASE",TRANSDERMAL,19990108,,ESTRADIOL,0.05,mg/d,"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA]"
Vivelle-Dot,,estradiol,"PATCH, EXTENDED RELEASE",TRANSDERMAL,19990108,,ESTRADIOL,0.075,mg/d,"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA]"
Vivelle-Dot,,estradiol,"PATCH, EXTENDED RELEASE",TRANSDERMAL,19990108,,ESTRADIOL,0.1,mg/d,"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA]"
Desferal,,deferoxamine mesylate,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS,19680402,,DEFEROXAMINE MESYLATE,2000,mg/1,"Iron Chelating Activity [MoA],Iron Chelator [EPC]"
Starlix,,nateglinide,TABLET,ORAL,20001204,,NATEGLINIDE,60,mg/1,"Glinide [EPC],Potassium Channel Antagonists [MoA]"
Starlix,,nateglinide,TABLET,ORAL,20001204,,NATEGLINIDE,120,mg/1,"Glinide [EPC],Potassium Channel Antagonists [MoA]"
Lescol,XL,fluvastatin sodium,"TABLET, EXTENDED RELEASE",ORAL,20001006,,FLUVASTATIN SODIUM,80,mg/1,"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"
Trileptal,,oxcarbazepine,SUSPENSION,ORAL,20010530,,OXCARBAZEPINE,60,mg/mL,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"
Diovan,,valsartan,TABLET,ORAL,20010701,,VALSARTAN,80,mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"
Diovan,,valsartan,TABLET,ORAL,20010701,,VALSARTAN,160,mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"
Diovan,,valsartan,TABLET,ORAL,20010701,,VALSARTAN,320,mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"
Lotrel,,amlodipine besylate and benazepril hydrochloride,CAPSULE,ORAL,19950303,,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,10; 20,mg/1; mg/1,"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"
Vivelle-Dot,,estradiol,"PATCH, EXTENDED RELEASE",TRANSDERMAL,19990108,,ESTRADIOL,0.025,mg/d,"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA]"
Famvir,,famciclovir,"TABLET, FILM COATED",ORAL,19940629,,FAMCICLOVIR,125,mg/1,"DNA Polymerase Inhibitors [MoA],Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor [EPC],Nucleoside Analog [Chemical/Ingredient]"
Famvir,,famciclovir,"TABLET, FILM COATED",ORAL,19940629,,FAMCICLOVIR,250,mg/1,"DNA Polymerase Inhibitors [MoA],Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor [EPC],Nucleoside Analog [Chemical/Ingredient]"
Famvir,,famciclovir,"TABLET, FILM COATED",ORAL,19940629,,FAMCICLOVIR,500,mg/1,"DNA Polymerase Inhibitors [MoA],Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor [EPC],Nucleoside Analog [Chemical/Ingredient]"
Ritalin,LA,methylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE",ORAL,20020605,,METHYLPHENIDATE HYDROCHLORIDE,20,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Ritalin,LA,methylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE",ORAL,20020605,,METHYLPHENIDATE HYDROCHLORIDE,30,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Ritalin,LA,methylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE",ORAL,20020605,,METHYLPHENIDATE HYDROCHLORIDE,40,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
CombiPatch,,estradiol and norethindrone acetate,"PATCH, EXTENDED RELEASE",TRANSDERMAL,19980807,,ESTRADIOL; NORETHINDRONE ACETATE,.05; .14,mg/d; mg/d,"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA],Progesterone Congeners [Chemical/Ingredient],Progestin [EPC]"
CombiPatch,,estradiol and norethindrone acetate,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20000101,,ESTRADIOL; NORETHINDRONE ACETATE,.05; .25,mg/d; mg/d,"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA],Progesterone Congeners [Chemical/Ingredient],Progestin [EPC]"
Lotrel,,amlodipine besylate and benazepril hydrochloride,CAPSULE,ORAL,19950303,,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,10; 40,mg/1; mg/1,"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"
Focalin,,dexmethylphenidate hydrochloride,TABLET,ORAL,20011130,,DEXMETHYLPHENIDATE HYDROCHLORIDE,2.5,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Focalin,,dexmethylphenidate hydrochloride,TABLET,ORAL,20011130,,DEXMETHYLPHENIDATE HYDROCHLORIDE,5,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Focalin,,dexmethylphenidate hydrochloride,TABLET,ORAL,20011130,,DEXMETHYLPHENIDATE HYDROCHLORIDE,10,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Diovan HCT,,valsartan and hydrochlorothiazide,"TABLET, FILM COATED",ORAL,19980306,,HYDROCHLOROTHIAZIDE; VALSARTAN,25; 160,mg/1; mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"
Lotrel,,amlodipine besylate and benazepril hydrochloride,CAPSULE,ORAL,19950303,,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,5; 40,mg/1; mg/1,"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"
Myfortic,,mycophenolic acid,"TABLET, DELAYED RELEASE",ORAL,20040227,,MYCOPHENOLATE SODIUM,180,mg/1,Antimetabolite Immunosuppressant [EPC]
Myfortic,,mycophenolic acid,"TABLET, DELAYED RELEASE",ORAL,20040227,,MYCOPHENOLATE SODIUM,360,mg/1,Antimetabolite Immunosuppressant [EPC]
Zometa,,zoledronic acid,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,20010820,,ZOLEDRONIC ACID,4,mg/5mL,"Bisphosphonate [EPC],Diphosphonates [Chemical/Ingredient]"
Simulect,,basiliximab,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,19980512,,BASILIXIMAB,10,mg/2.5mL,"Interleukin 2 Receptor Antagonists [MoA],Interleukin 2 Receptor-directed Antibody Interactions [MoA],Interleukin-2 Receptor Blocking Antibody [EPC]"
Lopressor,,metoprolol tartrate,"INJECTION, SOLUTION",INTRAVENOUS,19780115,,METOPROLOL TARTRATE,5,mg/5mL,"Adrenergic beta-Antagonists [MoA],beta-Adrenergic Blocker [EPC]"
Gleevec,,imatinib mesylate,TABLET,ORAL,20010515,,IMATINIB MESYLATE,100,mg/1,"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA]"
Lotrel,,amlodipine besylate and benazepril hydrochloride,CAPSULE,ORAL,19950303,,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,2.5; 10,mg/1; mg/1,"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"
Lotrel,,amlodipine besylate and benazepril hydrochloride,CAPSULE,ORAL,19950303,,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,5; 10,mg/1; mg/1,"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"
Lotrel,,amlodipine besylate and benazepril hydrochloride,CAPSULE,ORAL,19950303,,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,5; 20,mg/1; mg/1,"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"
Stalevo,,"carbidopa, levodopa, and entacapone","TABLET, FILM COATED",ORAL,20030611,,CARBIDOPA; ENTACAPONE; LEVODOPA,12.5; 200; 50,mg/1; mg/1; mg/1,"Aromatic Amino Acid Decarboxylation Inhibitor [EPC],DOPA Decarboxylase Inhibitors [MoA],Catechol O-Methyltransferase Inhibitors [MoA],Catechol-O-Methyltransferase Inhibitor [EPC]"
Stalevo,,"carbidopa, levodopa, and entacapone","TABLET, FILM COATED",ORAL,20030611,,CARBIDOPA; ENTACAPONE; LEVODOPA,25; 200; 100,mg/1; mg/1; mg/1,"Aromatic Amino Acid Decarboxylation Inhibitor [EPC],DOPA Decarboxylase Inhibitors [MoA],Catechol O-Methyltransferase Inhibitors [MoA],Catechol-O-Methyltransferase Inhibitor [EPC]"
Stalevo,,"carbidopa, levodopa, and entacapone","TABLET, FILM COATED",ORAL,20030611,,CARBIDOPA; ENTACAPONE; LEVODOPA,37.5; 200; 150,mg/1; mg/1; mg/1,"Aromatic Amino Acid Decarboxylation Inhibitor [EPC],DOPA Decarboxylase Inhibitors [MoA],Catechol O-Methyltransferase Inhibitors [MoA],Catechol-O-Methyltransferase Inhibitor [EPC]"
Zortress,,everolimus,TABLET,ORAL,20100422,,EVEROLIMUS,0.5,mg/1,"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA]"
Zortress,,everolimus,TABLET,ORAL,20100422,,EVEROLIMUS,0.75,mg/1,"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA]"
Zortress,,everolimus,TABLET,ORAL,20100422,,EVEROLIMUS,0.25,mg/1,"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA]"
Diovan,,valsartan,TABLET,ORAL,20010701,,VALSARTAN,40,mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"
Ritalin,LA,methylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE",ORAL,20020605,,METHYLPHENIDATE HYDROCHLORIDE,10,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
GenTeal,Moderate to Severe,hypromelloses and carboxymethylcellulose sodium,GEL,OPHTHALMIC,20090914,,CARBOXYMETHYLCELLULOSE SODIUM; HYPROMELLOSES,2.5; 3,mg/mL; mg/mL,
GenTeal,Severe,HYPROMELLOSE,GEL,OPHTHALMIC,20090914,,HYPROMELLOSE 2910 (4000 MPA.S),0.003,g/g,
Focalin,XR,dexmethylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE",ORAL,20050531,,DEXMETHYLPHENIDATE HYDROCHLORIDE,5,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Focalin,XR,dexmethylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE",ORAL,20050531,,DEXMETHYLPHENIDATE HYDROCHLORIDE,10,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Focalin,XR,dexmethylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE",ORAL,20050531,,DEXMETHYLPHENIDATE HYDROCHLORIDE,20,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Focalin,XR,dexmethylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE",ORAL,20050531,,DEXMETHYLPHENIDATE HYDROCHLORIDE,30,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Focalin,XR,dexmethylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE",ORAL,20050531,,DEXMETHYLPHENIDATE HYDROCHLORIDE,40,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Reclast,,zoledronic acid,"INJECTION, SOLUTION",INTRAVENOUS,20070401,,ZOLEDRONIC ACID,5,mg/100mL,"Bisphosphonate [EPC],Diphosphonates [Chemical/Ingredient]"
Cataflam,,diclofenac potassium,"TABLET, SUGAR COATED",ORAL,19931124,,DICLOFENAC POTASSIUM,50,mg/1,"Cyclooxygenase Inhibitors [MoA],Decreased Prostaglandin Production [PE],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"
Gleevec,,imatinib mesylate,TABLET,ORAL,20010515,,IMATINIB MESYLATE,400,mg/1,"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA]"
Ritalin,,methylphenidate hydrochloride,TABLET,ORAL,19551231,,METHYLPHENIDATE HYDROCHLORIDE,5,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Ritalin,,methylphenidate hydrochloride,TABLET,ORAL,19551231,,METHYLPHENIDATE HYDROCHLORIDE,10,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Ritalin,,methylphenidate hydrochloride,TABLET,ORAL,19551231,,METHYLPHENIDATE HYDROCHLORIDE,20,mg/1,"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"
Voltaren,XR,diclofenac sodium extended release tablets,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,19960308,,DICLOFENAC SODIUM,100,mg/1,"Cyclooxygenase Inhibitors [MoA],Decreased Prostaglandin Production [PE],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"
Lotensin,,Benazepril Hydrochloride,TABLET,ORAL,19910625,20160201,BENAZEPRIL HYDROCHLORIDE,20,mg/1,"Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"
Lotensin,,Benazepril Hydrochloride,TABLET,ORAL,19910625,20160101,BENAZEPRIL HYDROCHLORIDE,40,mg/1,"Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"
